DAILY_STRESS,AGE,GENDER,FRUITS_VEGGIES,PLACES_VISITED,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,PERSONAL_AWARDS,TIME_FOR_PASSION,DAILY_MEDITATION,CORE_CIRCLE,SUFFICIENT_INCOME
3,2,0,2.9457142857142857,5.085714285714285,5.417142857142857,6.7942857142857145,4.077142857142857,2.6285714285714286,1.5085714285714287,5.2942857142857145,3.0314285714285716,5.8028571428571425,3.7885714285714287,6.7,3.1514285714285712,3.2942857142857145,6.034285714285715,2.9,5.997142857142857,5.1257142857142854,1.7571428571428571
3,2,1,3.2344931921331317,5.459909228441755,6.452344931921331,7.234493192133131,3.863842662632375,3.104387291981846,1.4553706505295008,6.016641452344932,3.1316187594553706,5.694402420574886,3.668683812405446,7.057488653555219,2.5219364599092287,3.384266263237519,5.907715582450832,3.2360060514372164,5.8940998487140694,5.9394856278366115,1.7760968229954615
3,3,0,3.0357142857142856,5.0,6.081632653061225,6.760204081632653,4.153061224489796,3.183673469387755,1.5612244897959184,5.811224489795919,3.056122448979592,5.709183673469388,4.6020408163265305,6.775510204081633,3.295918367346939,2.2193877551020407,6.964285714285714,3.1020408163265305,6.801020408163265,5.321428571428571,1.8316326530612246
3,3,1,3.6107784431137726,5.614770459081837,6.57684630738523,6.399201596806387,4.233532934131737,3.4411177644710578,1.5568862275449102,6.211576846307385,3.305389221556886,5.666666666666667,4.025948103792415,6.946107784431137,2.095808383233533,2.5508982035928143,6.1097804391217565,3.1676646706586826,6.912175648702595,5.728542914171657,1.844311377245509
4,0,0,2.348314606741573,4.370786516853933,4.292134831460674,7.49438202247191,3.337078651685393,1.8876404494382022,1.2247191011235956,4.696629213483146,2.5730337078651684,5.842696629213483,3.6292134831460676,6.853932584269663,3.3820224719101124,3.4157303370786516,4.449438202247191,3.146067415730337,5.853932584269663,5.123595505617978,1.6629213483146068
4,0,1,2.785310734463277,4.858757062146893,4.372881355932203,7.734463276836158,3.9152542372881354,2.073446327683616,1.1807909604519775,5.146892655367232,2.9717514124293785,5.858757062146893,3.9661016949152543,6.971751412429379,3.327683615819209,4.333333333333333,5.124293785310734,2.9887005649717513,5.096045197740113,5.03954802259887,1.6214689265536724
4,1,0,2.2661290322580645,4.629032258064516,4.260752688172043,5.913978494623656,3.14247311827957,2.150537634408602,1.3763440860215055,4.723118279569892,2.5725806451612905,5.42741935483871,2.975806451612903,6.873655913978495,3.478494623655914,3.3225806451612905,4.758064516129032,2.725806451612903,5.809139784946237,4.876344086021505,1.6290322580645162
4,1,1,2.8227360308285165,5.606936416184971,5.371868978805395,6.344894026974952,3.4778420038535645,2.470134874759152,1.3526011560693643,5.543352601156069,2.7572254335260116,5.720616570327553,3.071290944123314,6.94990366088632,3.420038535645472,3.7283236994219653,5.420038535645472,2.969171483622351,5.1772639691714835,5.198458574181117,1.5895953757225434
4,2,0,2.716417910447761,4.955223880597015,5.425373134328358,6.742537313432836,3.6828358208955225,2.5074626865671643,1.6082089552238805,5.111940298507463,2.3582089552238807,5.936567164179104,3.044776119402985,6.701492537313433,4.0,3.9440298507462686,5.854477611940299,2.529850746268657,5.854477611940299,5.145522388059701,1.7537313432835822
4,2,1,3.066666666666667,5.048275862068966,5.894252873563218,6.967816091954023,3.7770114942528736,2.974712643678161,1.4942528735632183,5.68735632183908,2.802298850574713,5.496551724137931,3.15632183908046,6.864367816091954,3.4689655172413794,3.825287356321839,5.8436781609195405,2.7448275862068967,5.020689655172414,5.4574712643678165,1.7517241379310344
4,3,0,3.097902097902098,4.874125874125874,5.818181818181818,6.685314685314685,3.986013986013986,2.937062937062937,1.5664335664335665,5.559440559440559,2.6153846153846154,5.4475524475524475,3.6013986013986012,6.818181818181818,3.902097902097902,2.867132867132867,6.496503496503497,3.13986013986014,6.3776223776223775,5.027972027972028,1.8111888111888113
4,3,1,3.3785488958990535,4.996845425867508,6.665615141955836,6.561514195583596,3.829652996845426,3.3501577287066246,1.523659305993691,5.779179810725552,3.0,5.2933753943217665,3.719242902208202,7.053627760252366,3.0757097791798107,2.668769716088328,5.791798107255521,3.1608832807570977,6.410094637223975,5.416403785488959,1.7634069400630914
5,0,0,2.4782608695652173,4.231884057971015,3.8260869565217392,5.956521739130435,3.289855072463768,1.6956521739130435,1.2608695652173914,3.028985507246377,2.4057971014492754,5.420289855072464,3.2028985507246377,6.2898550724637685,4.159420289855072,3.898550724637681,4.594202898550725,3.550724637681159,4.869565217391305,4.608695652173913,1.3768115942028984
5,0,1,2.3098591549295775,3.880281690140845,4.316901408450704,6.647887323943662,3.5,2.2183098591549295,1.3028169014084507,4.436619718309859,2.788732394366197,5.711267605633803,3.204225352112676,6.957746478873239,4.464788732394366,4.845070422535211,5.014084507042254,2.8028169014084505,5.21830985915493,4.873239436619718,1.443661971830986
5,1,0,2.098265895953757,3.739884393063584,4.22543352601156,5.780346820809249,3.1502890173410405,2.005780346820809,1.4335260115606936,4.0520231213872835,2.6705202312138727,5.514450867052023,3.1098265895953756,6.6531791907514455,4.07514450867052,4.421965317919075,4.76878612716763,2.393063583815029,5.61271676300578,4.826589595375722,1.5491329479768785
5,1,1,2.337078651685393,4.4337078651685395,4.943820224719101,6.202247191011236,3.215730337078652,2.391011235955056,1.4224719101123595,5.056179775280899,2.582022471910112,5.042696629213483,2.9191011235955058,6.82247191011236,4.260674157303371,4.615730337078651,5.352808988764045,2.3146067415730336,4.961797752808989,4.851685393258427,1.5146067415730338
5,2,0,2.3373493975903616,4.0843373493975905,5.385542168674699,6.367469879518072,3.246987951807229,2.4156626506024095,1.5542168674698795,4.524096385542169,2.5180722891566263,5.493975903614458,2.855421686746988,6.704819277108434,4.475903614457831,4.198795180722891,5.951807228915663,2.3674698795180724,5.463855421686747,3.9939759036144578,1.608433734939759
5,2,1,3.0088235294117647,4.538235294117647,6.2558823529411764,6.841176470588235,3.4529411764705884,3.0676470588235296,1.5088235294117647,5.117647058823529,2.5205882352941176,5.523529411764706,2.573529411764706,6.644117647058824,3.7823529411764705,4.741176470588235,5.661764705882353,2.45,4.973529411764706,5.226470588235294,1.6647058823529413
5,3,0,2.775,4.3375,5.8875,6.2625,3.4875,2.85,1.6625,4.95,2.55,5.2875,3.0875,6.4625,4.7375,3.8625,6.275,3.1875,6.7125,4.25,1.7375
5,3,1,3.1491228070175437,4.135964912280702,6.407894736842105,5.885964912280702,3.030701754385965,3.1271929824561404,1.5745614035087718,5.473684210526316,2.6710526315789473,5.1535087719298245,3.1228070175438596,6.68859649122807,3.8728070175438596,3.745614035087719,5.850877192982456,2.789473684210526,5.864035087719298,4.587719298245614,1.719298245614035
